Users,Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
805,36,Male,78.2,1.63,191,169,74,2,1381,Cardio,23.1,2.7,3,Intermediate  ,21.82
806,35,Male,94.6,1.69,167,158,57,0.75,1534,Yoga,33.1,2,4,Intermediate  ,22.21
807,28,Female,68.8,1.73,198,169,66,1.46,1279,Yoga,31.4,1.6,3,Beginner,12.38
808,27,Female,43.4,1.71,184,165,71,1.24,945,Strength,10,3.6,2,Intermediate  ,25.15
809,40,Female,40,1.74,173,164,72,1.33,1194,HIIT,22.7,1.5,4,Beginner,12.32
810,24,Male,70.3,1.87,191,127,62,1.75,1285,Yoga,23.9,1.5,2,Expert   ,14.32
811,18,Male,64.7,1.67,167,152,74,1.38,1506,HIIT,26,1.7,4,Expert   ,19.63
812,59,Male,61,1.62,191,162,74,1.69,499,HIIT,14.6,1.8,3,Expert   ,21.37
813,37,Female,44.2,1.61,168,164,73,1.13,1011,Yoga,28.8,2.5,4,Expert   ,14.92
814,18,Male,77.8,1.76,183,157,74,1.27,1086,HIIT,24.6,3.3,3,Beginner,16.37
815,53,Male,53.5,1.71,195,169,54,1.04,900,Yoga,25.1,2.7,3,Intermediate  ,33.56
816,44,Male,63.7,1.62,176,166,54,1.16,1142,Cardio,23,3.2,5,Intermediate  ,12.32
817,30,Female,40,1.93,180,143,74,1.94,916,Yoga,17.2,2.3,2,Beginner,12.32
818,25,Female,68.8,1.73,182,133,74,1.65,851,Strength,28.8,1.8,3,Expert   ,12.32
819,53,Female,68.9,1.6,191,155,70,0.89,874,Yoga,10.2,1.6,3,Intermediate  ,27.19
820,25,Male,100.4,1.76,173,169,58,0.85,1465,Cardio,30.4,1.8,3,Beginner,17.45
821,50,Female,60.4,1.72,184,124,74,2,494,Yoga,27.9,3,4,Intermediate  ,20.81
822,18,Female,42.6,1.56,180,169,62,1.27,1497,Strength,27.1,3.6,4,Beginner,12.46
823,59,Female,97.4,1.57,199,153,70,0.73,877,Yoga,18.1,3.3,4,Beginner,27.67
824,21,Male,46.4,2,198,135,74,1,497,Cardio,29.7,1.8,2,Beginner,23.07
825,38,Male,87.9,1.75,183,130,74,1.54,1273,HIIT,24.2,1.6,3,Beginner,12.32
826,40,Male,87.8,1.64,161,145,59,1.63,849,Cardio,22.5,2.6,4,Intermediate  ,17.55
827,52,Female,62.4,1.91,191,161,63,2,1783,Yoga,27.3,3.2,2,Beginner,15.2
828,20,Female,65.7,1.81,189,165,55,1.66,733,Strength,35,3.5,4,Intermediate  ,25.06
829,23,Female,51.4,2,182,158,65,1.07,738,Strength,31.7,2.6,4,Intermediate  ,15.31
830,34,Female,75.2,2,196,141,73,1.13,753,HIIT,33.8,3.6,4,Intermediate  ,16.39
831,34,Male,77.7,1.81,187,149,54,1.08,842,Strength,33,3,2,Expert   ,12.32
832,23,Female,40,1.89,162,126,60,0.74,1237,Cardio,24.7,2.9,3,Beginner,17.09
833,43,Female,80.5,1.68,190,135,58,1.1,1099,Yoga,21.7,2.1,5,Beginner,25.52
834,18,Male,40,1.78,167,133,62,0.86,963,Yoga,16.9,3.7,4,Expert   ,21.42
835,28,Female,109.4,1.58,170,165,74,1.94,619,HIIT,21.9,2.2,5,Beginner,21.16
836,57,Female,40,1.58,165,140,55,1.33,1783,Strength,24.7,2.6,4,Beginner,14.94
837,44,Female,79.5,1.73,184,155,56,1.57,1058,Yoga,17.8,2.6,4,Intermediate  ,25.45
838,21,Female,68.5,1.61,191,169,74,1.18,1278,Yoga,19.9,3.1,3,Intermediate  ,18.59
839,44,Female,87.5,1.88,173,132,66,1.21,1643,Strength,26.9,3.1,2,Intermediate  ,21.72
840,56,Male,54.5,1.76,196,148,74,1.4,659,HIIT,32.1,2.8,4,Intermediate  ,27.02
841,33,Female,55.4,1.6,185,144,67,2,1015,HIIT,30.6,2.7,4,Expert   ,20.82
842,32,Male,85.7,1.53,185,133,52,1.02,1108,Cardio,24,3.4,3,Expert   ,14.19
843,34,Female,58.2,1.7,189,134,55,0.73,785,HIIT,24,1.6,4,Intermediate  ,12.46
844,30,Male,72.5,1.91,189,142,58,1.44,976,Cardio,28.2,3.6,2,Intermediate  ,26.6
845,20,Male,90.3,1.68,169,135,59,1.1,758,Cardio,10.5,1.7,4,Beginner,31.04
846,42,Female,95.2,1.76,178,158,56,1.21,770,Cardio,25.3,2,2,Expert   ,16.06
847,26,Male,75,1.91,181,168,74,1.1,943,HIIT,24.8,2,3,Intermediate  ,21.87
848,26,Male,61.5,1.51,185,155,74,1.35,1079,Cardio,31.4,3.4,4,Intermediate  ,21.29
849,28,Female,101.9,1.5,196,164,56,1.87,1211,Cardio,23.8,3.2,2,Intermediate  ,15.07
850,54,Female,41.4,1.6,163,169,71,1.62,1385,Yoga,10,1.6,5,Expert   ,20.92
851,18,Male,71.3,1.78,167,129,72,0.86,1238,Strength,20.6,1.5,4,Expert   ,34.18
852,42,Male,46.2,1.72,167,130,69,1.19,945,HIIT,24.6,2.9,2,Expert   ,19.47
853,54,Male,47.2,1.75,160,134,68,1.18,1001,Yoga,23.9,1.9,4,Beginner,20
854,55,Female,129.9,1.89,177,157,66,0.81,1154,Cardio,15.2,2.4,4,Intermediate  ,20.1
855,18,Female,69,1.66,196,141,56,1.46,1251,Yoga,25.7,2.4,4,Intermediate  ,18.23
856,19,Male,72.5,1.73,184,135,71,1.12,1392,HIIT,11.9,3.5,3,Beginner,29.87
857,40,Female,68.2,1.5,197,153,71,1.24,484,Cardio,24.1,3.5,4,Intermediate  ,12.45
858,49,Female,105,1.63,170,139,70,1.53,1065,Cardio,24,1.5,4,Intermediate  ,18.89
859,27,Female,61.1,1.59,\t182,139,68,1.09,669,Yoga,16.7,1.5,3,Intermediate  ,12.32
860,50,Male,62.5,1.67,172,121,56,1.14,1415,Cardio,20.9,2.5,5,Intermediate  ,28.47
861,26,Male,72.4,1.68,196,169,53,2,1082,HIIT,29.8,2.5,2,Expert   ,21.68
862,55,Female,93.1,1.82,172,148,60,1.22,1039,HIIT,17.3,2.6,4,Beginner,20.51
863,29,Female,70.8,1.85,160,142,52,1.5,1624,Yoga,14.2,3.5,2,Expert   ,15.46
864,52,Male,51.5,1.6,184,162,65,1.46,1339,Cardio,25.2,3.2,4,Expert   ,12.32
865,18,Female,57.1,1.61,198,129,66,0.94,1064,Cardio,31.7,2.4,2,Expert   ,19.32
866,36,Female,64.4,1.97,166,153,59,1.45,1132,HIIT,27.9,2.9,3,Beginner,23.33
867,52,Male,63,1.72,184,131,54,1.48,804,Cardio,21.5,1.5,4,Expert   ,34.06
868,29,Male,77.2,1.89,192,152,58,2,858,HIIT,25.6,3.2,3,Intermediate  ,19.23
869,18,Female,40,1.66,190,147,50,1.6,1287,Cardio,27.6,1.9,5,Expert   ,22.99
870,30,Female,76.3,2,193,132,59,1.11,548,HIIT,34.9,3.2,3,Beginner,17.54
871,29,Female,71.2,1.8,176,139,68,1.4,354,Cardio,10,3.4,2,Expert   ,31.75
872,55,Male,104.9,1.56,187,155,58,0.87,1260,Strength,27.8,3.5,3,Beginner,12.68
873,34,Female,102.1,1.53,178,152,50,2,1783,Strength,26.5,2.1,3,Beginner,38.34
874,31,Female,63.6,1.57,165,169,74,1.09,1148,Strength,15.1,3.4,4,Beginner,13.15
875,26,Male,68.6,1.7,172,167,57,1.32,501,Yoga,25.4,1.5,3,Intermediate  ,18.29
876,33,Male,46,1.71,163,145,54,1.29,671,Yoga,21.4,3.1,2,Expert   ,14.68
877,36,Male,79.7,1.75,168,132,74,1.67,445,Strength,23.9,3.4,4,Intermediate  ,25.28
878,33,Female,108.7,1.75,199,131,74,0.86,1080,Yoga,24.1,1.9,3,Beginner,16.46
879,45,Female,61.4,1.76,194,120,68,1.22,909,Strength,21.4,2.8,2,Beginner,21.75
880,21,Female,69.2,1.87,168,127,68,1.47,1275,Yoga,24.1,2.9,5,Expert   ,14.59
881,52,Male,67.4,1.72,160,134,51,1.49,1307,Strength,17,2.6,2,Intermediate  ,15.39
882,29,Female,40,1.64,178,130,69,1.15,1093,HIIT,27.4,3.4,3,Intermediate  ,14.89
883,47,Female,46,1.58,172,147,72,1.37,1098,Strength,28.5,3.7,2,Expert   ,15.45
884,34,Male,89.1,1.78,174,120,51,1.52,574,Cardio,27.6,1.5,4,Intermediate  ,20.61
885,57,Male,70.4,1.72,181,161,57,1.3,983,Yoga,29.9,3.6,3,Intermediate  ,22.21
886,24,Male,65.7,1.84,165,146,74,1.59,954,Cardio,17.8,2.8,5,Intermediate  ,16.06
887,26,Male,82.2,1.69,189,139,70,1.45,1184,Yoga,10,2.5,5,Intermediate  ,18.01
888,18,Female,110.3,1.76,168,169,55,1.86,1391,Strength,33,3.5,5,Expert   ,16.38
889,54,Male,42.7,1.72,191,153,74,2,987,Yoga,13.6,1.5,5,Intermediate  ,19.11
890,35,Female,98,1.59,179,141,62,1.04,729,Cardio,14.2,1.5,3,Beginner,18.32
891,37,Female,94.5,1.84,160,158,61,1.2,1063,HIIT,26.6,2.6,3,Intermediate  ,12.32
892,30,Female,57.6,1.66,169,160,67,1.86,1332,Yoga,30.9,2.7,4,Intermediate  ,30.42
893,31,Male,40,1.74,194,155,68,1.4,716,HIIT,30.6,1.5,4,Expert   ,20.16
894,28,Male,40.3,1.69,166,169,69,0.5,864,Cardio,24.9,2.6,3,Expert   ,20.42
895,53,Male,60.8,1.66,199,121,69,1.12,926,Strength,26.5,3.6,4,Beginner,12.32
896,56,Male,72,1.77,191,168,62,1.55,1144,Cardio,30,2.7,2,Intermediate  ,23.34
897,44,Male,94.4,1.75,163,154,58,1.66,881,HIIT,24.1,2.9,3,Expert   ,12.32
898,48,Female,62.9,1.67,198,164,64,0.84,1098,HIIT,24.5,3.3,5,Beginner,24.26
899,33,Male,59.6,1.6,187,127,69,1.41,573,Cardio,22.7,2.2,3,Beginner,21.54
900,46,Female,50,1.5,182,149,64,1.44,929,Cardio,23.8,3.3,2,Expert   ,16.09
901,36,Female,61.2,1.93,166,145,55,0.77,1015,HIIT,18.8,1.5,4,Intermediate  ,12.32
902,36,Female,82.5,1.66,166,134,50,0.95,640,Yoga,11.2,3.4,5,Intermediate  ,21.01
903,57,Female,58.3,1.73,164,132,50,1.48,492,HIIT,27.7,3.6,3,Beginner,19.23
904,31,Male,53,1.83,182,149,55,1.33,821,Strength,23.6,3.4,4,Expert   ,22.89
905,38,Female,81.1,1.92,190,125,61,1.18,690,Yoga,26.1,3.1,4,Expert   ,17.99
906,49,Female,65.7,1.77,182,139,74,1.18,744,HIIT,26.8,3.1,2,Intermediate  ,23
907,21,Male,81.8,1.83,182,163,53,2,1159,Cardio,29.2,2.7,4,Beginner,22.27
908,28,Female,91.2,1.77,164,162,55,1.28,648,Strength,25.4,3.3,2,Intermediate  ,18.88
909,22,Male,88.9,1.6,182,148,74,1.39,1386,HIIT,28.9,2.5,3,Expert   ,32.24
910,43,Male,88.5,1.72,185,131,67,1.48,1140,Cardio,23.6,3.3,4,Beginner,28.7
911,46,Male,85.9,1.7,180,148,66,1.77,1088,HIIT,13.8,3.4,2,Intermediate  ,21.8
912,18,Male,56.5,1.86,193,129,54,1.4,901,HIIT,20.6,3.5,4,Intermediate  ,13.7
913,18,Male,71.9,1.54,170,121,59,1.48,658,HIIT,18.9,2.6,4,Intermediate  ,24.65
914,44,Male,66.8,1.72,191,136,68,1.34,1239,Cardio,31.5,2.8,4,Intermediate  ,22.21
915,55,Female,46.3,1.7,187,139,52,2,1130,Cardio,27.3,1.5,3,Beginner,32.94
916,57,Male,72.4,1.65,168,162,56,1.71,1140,Yoga,10.9,2.5,4,Beginner,28.3
917,41,Male,70.7,1.81,191,134,62,1.53,1381,Cardio,30.3,3.3,2,Intermediate  ,23.32
918,52,Female,45,1.75,196,143,74,2,926,Yoga,22,2.4,3,Beginner,38.8
919,18,Female,74.8,1.83,165,144,63,1.66,1174,Cardio,22.9,3.1,2,Intermediate  ,15.29
920,31,Female,61.1,1.69,190,123,64,0.62,1227,HIIT,23.8,3.6,2,Expert   ,19.83
921,34,Female,44.3,1.76,180,129,58,1.85,494,Strength,25.8,3.2,4,Expert   ,16.48
922,47,Male,69.7,1.83,184,121,70,1.02,747,HIIT,30.2,1.9,5,Beginner,20.78
923,33,Male,41.9,1.59,166,165,50,2,898,Strength,24.6,3.2,3,Intermediate  ,14.53
924,47,Female,52.9,1.67,180,142,72,1.11,770,Cardio,22.9,1.5,3,Intermediate  ,30.5
925,47,Male,70.5,1.67,166,168,58,1.74,898,Strength,30,3.2,3,Intermediate  ,46.78
926,27,Female,40,1.76,192,169,56,2,602,HIIT,28,3.4,3,Expert   ,31.97
927,51,Male,51.6,1.83,194,161,67,2,1057,Yoga,27.6,2.2,3,Beginner,24.12
928,18,Female,83.3,1.59,165,169,72,1.19,997,Strength,25.7,3.3,3,Beginner,31.83
929,20,Male,67.7,1.84,193,122,66,1.19,900,Cardio,13.7,3.4,5,Intermediate  ,19.76
930,43,Male,57.8,1.78,197,163,52,1.42,1418,Yoga,28.6,1.6,2,Beginner,14.84
931,45,Male,59,1.87,199,157,55,1.11,613,Strength,18.2,3.2,2,Beginner,31.55
932,29,Female,61.5,1.88,182,152,72,1.62,793,HIIT,24.2,3.3,4,Expert   ,23.84
933,26,Female,68.6,1.75,184,140,60,1.26,681,HIIT,29.4,1.8,3,Expert   ,20.02
934,49,Female,77.9,1.75,196,169,64,1.24,1267,HIIT,24.8,3.5,3,Intermediate  ,14.38
935,23,Female,40.9,1.75,187,136,50,1.14,1135,Cardio,24.8,3.4,3,Intermediate  ,12.32
936,18,Male,68.7,1.77,161,169,68,1.01,1011,Cardio,27.3,3.5,3,Intermediate  ,17
937,23,Male,114.9,1.61,180,120,56,1.27,891,HIIT,28,3.3,3,Beginner,22.67
938,47,Male,65.6,1.77,190,154,54,1.59,413,Strength,23.1,3.6,2,Intermediate  ,14.47
939,20,Female,90.9,1.69,198,142,74,1.35,927,Cardio,18.1,3.2,4,Beginner,16.23
940,40,Male,61,1.89,196,123,71,1.45,625,Strength,27.4,3.6,3,Beginner,23.16
941,18,Male,66.8,1.66,166,135,59,2,803,Yoga,23.2,3,2,Beginner,12.56
942,56,Male,42.6,1.61,190,161,60,1.24,1260,HIIT,23,3.6,4,Expert   ,23.68
943,56,Female,88.8,1.7,173,129,52,1.79,933,Yoga,24.1,1.5,4,Intermediate  ,12.32
944,34,Female,83.2,1.64,171,164,69,1.19,1392,Yoga,22.9,3.5,3,Beginner,14.97
945,38,Female,99.1,1.5,185,159,74,1.38,995,HIIT,17.8,1.5,4,Beginner,24.56
946,43,Male,77.8,1.7,180,149,58,1.38,1643,Strength,14.9,2.8,5,Beginner,16.55
947,18,Male,47.8,1.85,161,156,50,1.02,1265,Yoga,30.8,3.2,5,Beginner,12.32
948,24,Male,40,1.82,168,120,74,1.28,303,Strength,25,3.6,3,Beginner,17.95
949,35,Female,91,1.55,174,136,74,0.99,1216,Cardio,27,3.5,3,Expert   ,16
950,21,Male,86.3,1.74,184,169,61,1.85,993,Strength,24.9,3.4,2,Intermediate  ,22.21
951,26,Male,64.6,1.82,196,165,55,1.46,1699,Yoga,28.1,3.3,4,Intermediate  ,19.63
952,23,Female,59.6,1.81,160,146,71,1.54,1382,HIIT,22.6,2.8,5,Intermediate  ,12.32
953,46,Female,53.7,1.5,177,169,54,1.62,1245,Strength,26.8,3.7,4,Expert   ,22.71
954,55,Female,58.9,1.56,197,125,58,0.73,1103,Yoga,22.1,3.5,3,Intermediate  ,30.52
955,31,Male,79.4,1.58,163,125,74,1.49,663,Cardio,24,2.4,3,Intermediate  ,12.32
956,26,Male,83.1,1.52,163,139,51,1.95,925,Strength,10,2.8,3,Beginner,20.05
957,31,Female,61.7,1.52,177,160,54,0.54,1266,Yoga,23.1,1.7,4,Intermediate  ,12.32
958,27,Male,66.6,1.7,171,149,73,1.43,1321,Strength,26.6,3.3,4,Expert   ,13.51
959,45,Female,106.3,1.84,172,123,61,1.15,1177,Strength,16.9,2.6,4,Expert   ,30.72
960,30,Female,62.3,1.53,185,153,68,1.3,1382,Yoga,20.5,1.6,2,Intermediate  ,34.48
961,48,Male,83,1.55,164,169,67,1.27,1287,Cardio,21.5,3.5,2,Expert   ,22.88
962,35,Male,75.4,1.64,198,167,63,1.14,1045,Yoga,20.5,1.5,3,Intermediate  ,30.23
963,30,Female,98.3,1.84,178,161,74,1.58,576,HIIT,23.3,1.6,3,Intermediate  ,16.15
964,38,Female,46.5,1.65,182,169,70,1.34,806,Cardio,24.1,3.5,2,Beginner,12.32
965,44,Male,61.6,1.65,167,158,74,1.11,1223,Strength,23.8,2.9,4,Beginner,15.25
966,31,Female,64,1.85,184,147,71,1.05,571,Strength,27,2,5,Intermediate  ,14.26
967,18,Male,59.1,1.69,180,155,57,1.99,1505,Yoga,27.5,1.9,4,Beginner,17.36
968,24,Female,45.1,1.6,195,163,66,2,453,Cardio,31.2,1.6,2,Intermediate  ,22.88
969,33,Male,85,1.73,161,128,64,1.34,812,Strength,16.6,3.2,4,Beginner,13.34
970,21,Female,77.9,1.8,199,169,56,1.3,1171,Cardio,19.7,3.4,3,Intermediate  ,19.98
971,20,Male,40,1.52,192,151,63,1.5,572,HIIT,25.1,3.7,4,Beginner,25.64
972,59,Male,44.8,1.67,189,130,63,1.29,1021,Strength,29.8,3.6,3,Expert   ,12.32
973,51,Female,66.4,1.77,184,147,55,0.97,1531,HIIT,33.1,3.6,3,Expert   ,14.27
974,50,Male,40,2,192,155,56,0.82,829,Strength,24.6,2.4,3,Intermediate  ,16.67
975,42,Male,96.2,1.63,164,148,74,1.38,887,Strength,16.3,1.6,2,Expert   ,25.15
976,45,Female,54,1.86,170,148,65,1.36,670,Cardio,28.9,3.5,3,Intermediate  ,16.72
977,22,Male,71.1,1.68,164,160,74,1.51,955,Cardio,10,3.3,4,Intermediate  ,16.09
978,47,Female,48.6,1.55,176,165,74,0.71,1305,Cardio,15.6,2.7,2,Beginner,27.31
979,34,Female,100.1,1.97,192,164,73,2,1747,Yoga,25.5,1.5,4,Intermediate  ,22.68
980,27,Male,83.5,1.67,162,129,65,1.48,1517,Yoga,25.8,3.3,2,Beginner,18.45
981,18,Male,52.4,1.74,181,169,63,0.83,889,Strength,10,2.8,4,Expert   ,13.4
982,48,Male,89.5,1.61,170,153,57,1.38,1355,Strength,10,3.3,3,Beginner,12.32
983,25,Female,58.2,1.64,165,169,71,1.92,984,Strength,20.8,3.3,4,Expert   ,19.05
984,51,Male,126,1.74,190,139,57,1.04,1108,Strength,27.3,3.2,2,Beginner,22.63
985,32,Female,52.3,1.59,161,121,74,2,723,Strength,20.3,3.3,3,Beginner,22.56
986,55,Female,129.6,1.84,188,139,58,1.28,1272,HIIT,19.2,3.5,3,Beginner,18.38
987,33,Female,72.3,1.8,199,120,74,1.33,457,HIIT,26.5,2.3,4,Intermediate  ,12.32
988,28,Male,64.1,1.55,179,152,52,1.41,1091,HIIT,31.1,3.3,4,Beginner,18.43
989,34,Male,66.7,1.55,186,169,55,1.48,781,Cardio,19.4,2.5,3,Beginner,12.32
990,35,Male,44.9,1.92,168,123,67,1.29,572,Cardio,20.8,2.1,4,Intermediate  ,17.33
991,36,Female,90,1.69,180,160,72,2,717,HIIT,20.6,3.3,4,Beginner,13.72
992,27,Male,77.7,1.76,167,131,74,1.36,448,HIIT,24.9,2.1,5,Intermediate  ,23.19
993,18,Male,100,1.73,192,166,56,1.22,1631,Strength,23.3,1.8,4,Intermediate  ,12.32
994,52,Male,83.4,1.52,176,142,56,1.45,596,HIIT,25.6,1.9,3,Intermediate  ,15.21
995,32,Female,46.5,1.83,176,128,74,1.01,1061,Cardio,10,2.5,4,Expert   ,14.63
996,37,Female,81.1,1.78,195,143,72,1.07,770,HIIT,22.5,2.5,3,Intermediate  ,12.51
997,23,Female,55.4,1.8,164,163,73,1.33,783,Strength,27.1,1.5,2,Beginner,18.71
998,25,Female,76.2,1.87,184,148,69,1.96,809,HIIT,26.2,2.3,3,Beginner,17.02
999,52,Male,84.5,1.75,180,158,71,2,830,Strength,14.1,1.5,4,Expert   ,18.25
1000,59,Male,40,2,173,141,68,1.04,1331,Strength,27,3.7,2,Beginner,43.74
1001,42,Female,55.6,1.63,176,134,74,1.41,384,Cardio,22,3.3,3,Beginner,32.64
1002,29,Male,73.6,1.82,162,141,55,1.5,1057,Cardio,25.2,2.1,2,Intermediate  ,30.41
1003,29,Female,50.8,1.89,199,163,59,0.8,784,HIIT,35,2.5,3,Intermediate  ,22.37
1004,27,Male,72.5,1.88,181,162,69,1.21,1120,HIIT,34.6,3.4,4,Beginner,27.76
1005,32,Male,51.1,1.86,199,131,63,1,865,HIIT,34.8,3.2,3,Beginner,21.49
1006,23,Female,52.6,1.78,176,169,53,1.15,1384,Cardio,31.1,2.4,3,Intermediate  ,21.08
1007,18,Male,57.5,1.74,193,154,70,1.16,1358,HIIT,33.9,3.7,4,Expert   ,12.32
1008,52,Female,45.1,1.65,165,164,71,1.76,1380,Yoga,21.5,3.3,5,Beginner,29.89
1009,45,Male,98.7,1.77,183,132,74,1.32,400,Cardio,19.5,2,4,Intermediate  ,18.18
1010,51,Male,63,1.78,161,152,50,1.33,1339,Strength,29.1,1.8,2,Intermediate  ,15.95
1011,28,Female,121.1,1.75,163,149,68,1.57,716,Strength,21,3.3,5,Beginner,26.5
1012,18,Male,46.3,2,167,169,64,1.29,1556,Yoga,22.5,2.6,2,Expert   ,17.38
1013,35,Male,40,1.71,162,133,69,1.99,840,Yoga,20.2,3.2,4,Intermediate  ,27.14
1014,56,Female,64.2,1.79,196,165,58,0.97,667,Cardio,15.9,3.3,4,Beginner,12.32
1015,32,Female,90.5,1.63,184,166,50,1.46,1217,Strength,31.3,2,5,Beginner,12.99
1016,42,Female,40,1.81,177,145,59,1.71,1065,HIIT,26.6,1.5,3,Beginner,23.25
1017,54,Male,72.6,1.56,172,165,69,1.26,966,HIIT,26.1,3.5,2,Beginner,31.41
1018,34,Female,89.7,1.78,184,142,53,0.53,1662,HIIT,24.2,1.5,3,Beginner,39.54
1019,21,Female,59.7,1.65,191,138,68,0.95,539,HIIT,35,3.2,4,Intermediate  ,17.55
1020,18,Male,42,1.82,188,137,67,0.77,589,HIIT,16.4,2,2,Expert   ,29.09
1021,18,Male,57.9,2,168,156,50,1.05,689,Cardio,28.3,3.6,3,Expert   ,18.31
1022,18,Female,40,1.8,187,158,71,1.24,665,Strength,24.1,1.7,2,Intermediate  ,14.93
1023,18,Female,70.9,1.87,176,164,59,2,745,HIIT,28.2,3.2,4,Intermediate  ,15.74
1024,26,Male,44,1.6,190,125,68,1.06,1246,Strength,21.1,2.7,2,Intermediate  ,15.5
1025,49,Male,47.5,1.79,161,169,61,1.43,957,Strength,25.8,3,4,Beginner,13.47
1026,38,Male,69,1.82,170,133,53,1.24,1610,Strength,30.1,2.8,2,Intermediate  ,20.05
1027,18,Female,59.1,2,181,123,72,1.94,901,HIIT,23.2,2.4,4,Intermediate  ,13.32
1028,35,Male,98.6,1.55,184,141,59,2,1172,Cardio,27.8,3.2,2,Intermediate  ,23.47
1029,29,Female,58.4,1.61,182,165,70,0.77,1259,HIIT,20.1,3.5,4,Intermediate  ,26.13
1030,38,Male,93.7,1.66,168,169,68,1.97,875,Cardio,29,3.4,4,Intermediate  ,13.87
1031,42,Female,88.6,2,171,166,72,1.11,1335,Yoga,18.6,2.2,5,Intermediate  ,18.3
1032,18,Male,49.9,1.77,191,123,74,1.4,626,Strength,25.9,3.4,2,Intermediate  ,24.35
1033,42,Female,99.9,1.6,189,169,58,1.85,1099,HIIT,32.6,2.2,2,Beginner,15.78
1034,26,Female,58.6,1.78,198,143,74,1.59,1008,Cardio,21.1,2.2,3,Beginner,44.77
1035,36,Male,57.4,1.58,192,152,70,1.38,1137,Yoga,18.3,3.2,2,Beginner,20.91
1036,47,Male,48.1,1.71,185,129,74,0.87,1177,Strength,28.1,2.6,3,Expert   ,12.32
1037,30,Male,60.1,1.93,187,140,58,1.48,875,HIIT,29.7,3.1,5,Beginner,24.29
1038,23,Female,88,2,193,128,70,1.24,399,HIIT,23.9,2.8,3,Beginner,31.33
1039,20,Female,69.3,1.75,180,120,72,1.06,1421,Yoga,24.6,3.2,4,Intermediate  ,25.22
1040,18,Male,52.6,1.76,175,154,50,1.17,1783,Yoga,21,3,3,Intermediate  ,30.92
1041,39,Female,65.6,1.7,172,148,68,0.87,1709,HIIT,20.2,1.5,4,Expert   ,14.83
1042,22,Male,80.6,1.71,176,139,60,2,957,Cardio,31,2.4,4,Intermediate  ,12.32
1043,57,Female,43.5,2,172,159,59,1.73,530,Yoga,18.7,2.1,2,Expert   ,23.74
1044,25,Female,72.6,1.7,161,168,51,1.28,1262,Strength,22,3.1,4,Intermediate  ,16.45
1045,18,Male,87.5,1.76,169,160,60,2,1042,Yoga,22.4,3.3,2,Expert   ,21.79
1046,50,Male,46.8,1.77,180,128,70,1.4,803,HIIT,17,3.3,4,Beginner,21.83
1047,18,Female,44.9,1.77,168,127,57,1.66,512,Strength,12.3,3.7,3,Beginner,20.39
1048,18,Male,63.9,1.71,164,140,66,1.48,785,Yoga,30.2,3.3,4,Intermediate  ,21.96
1049,21,Male,90.1,1.72,184,138,68,1.35,1043,Yoga,27.1,2.1,4,Expert   ,22.34
1050,18,Male,48.2,1.75,180,134,63,1.39,1053,Yoga,22.1,2.2,4,Beginner,16.34
1051,31,Male,67.4,1.83,167,122,66,1.49,1032,HIIT,30.6,3.1,5,Intermediate  ,18.29
1052,26,Male,65,1.69,171,162,62,1.54,1066,Strength,16.6,3.5,2,Intermediate  ,29.56
1053,33,Female,95,1.85,168,140,56,1.3,958,Strength,20.5,3.3,3,Intermediate  ,12.66
1054,30,Female,65.3,1.76,192,161,57,1.16,1092,Cardio,32.1,1.9,4,Expert   ,23.82
1055,59,Male,40,1.72,182,164,56,1.27,1783,HIIT,12.6,3.1,4,Expert   ,12.32
1056,46,Female,82.9,1.74,194,165,52,2,1107,Cardio,24.3,3.1,3,Expert   ,14.4
1057,18,Male,59.4,1.87,195,139,74,2,958,Yoga,14.9,2.7,3,Intermediate  ,36.72
1058,49,Male,58.2,1.82,171,154,67,1.38,624,Strength,20.8,3.5,4,Beginner,19.11
1059,37,Female,77.3,1.58,180,140,61,1.57,1333,HIIT,23.5,1.5,2,Intermediate  ,12.32
1060,22,Male,66,1.67,181,122,50,0.96,912,Cardio,26.3,1.5,3,Intermediate  ,15.29
1061,29,Female,67.4,1.76,187,120,74,1.1,911,Cardio,21.4,2.3,5,Beginner,19.6
1062,31,Male,62.2,1.7,168,155,55,0.62,1596,Strength,35,3.2,2,Beginner,16.7
1063,27,Female,59.6,1.73,182,139,71,1.42,1321,Strength,16.3,3.3,4,Expert   ,16.62
1064,35,Male,40,1.72,182,120,70,1.22,1178,HIIT,14.6,1.9,4,Intermediate  ,17.87
1065,24,Male,41.3,1.73,180,156,74,1.55,1285,HIIT,26.2,3.2,4,Expert   ,14.93
1066,48,Male,97,1.73,172,122,74,1.7,903,Cardio,12.8,3.5,4,Intermediate  ,22.39
1067,59,Female,47.2,1.68,185,159,70,1.49,704,Strength,15.4,2.2,4,Intermediate  ,23.79
1068,33,Male,65.7,1.97,167,144,53,1.1,872,Cardio,19.1,2,4,Beginner,19.14
1069,31,Male,80.2,1.74,187,141,72,1.23,1326,Strength,21.2,2.8,2,Intermediate  ,16.1
1070,40,Male,59.3,2,166,141,74,1.44,801,Cardio,24.6,3.4,5,Intermediate  ,17.04
1071,57,Female,79.4,1.55,160,164,50,1.55,1116,Strength,32.2,3.6,2,Intermediate  ,14.69
